date	Restaurant_ID
1996-09-07 12:17:05	110
1996-09-07 12:21:57	77
1996-09-07 12:23:36	475
1996-09-07 12:25:14	537
1996-09-07 15:18:38	476
1996-09-08 15:17:04	455
1996-09-08 15:36:43	455
1996-09-08 15:40:57	507
1996-09-09 13:48:40	127
1996-09-09 13:59:47	289
1996-09-09 13:51:14	458
1996-09-09 14:09:21	90
1996-09-09 14:19:14	377
1996-09-09 14:20:50	418
1996-09-09 15:56:14	222
1996-09-09 15:55:13	275
1996-09-10 11:00:14	428
1996-09-10 11:02:01	12
1996-09-10 11:02:21	3
1996-09-10 11:02:33	134
1996-09-10 13:58:01	580
1996-09-10 14:17:38	464
1996-09-11 14:24:23	421
1996-09-10 14:01:27	359
1996-09-11 15:15:24	646
1996-09-11 15:18:20	165
1996-09-11 15:21:01	95
1996-09-07 12:27:48	500
1996-09-11 15:20:59	127
1996-09-12 14:07:01	89
1996-09-12 14:08:16	421
1996-09-12 14:09:19	299
1996-09-12 14:12:32	624
1996-09-12 14:59:12	144
1996-09-12 14:49:40	437
1996-09-12 15:17:05	437
1996-09-12 15:02:28	277
1996-09-12 15:18:33	542
1996-09-12 15:20:58	544
1996-09-13 12:06:55	131
1996-09-13 12:15:10	184
1996-09-13 12:16:07	496
1996-09-13 12:17:34	334
1996-09-13 12:20:59	391
1996-09-13 12:35:33	195
1996-09-13 12:21:28	652
1996-09-13 13:31:57	252
1996-09-13 13:52:38	599
1996-09-13 14:45:42	17
1996-09-07 12:18:11	110
1996-09-09 15:48:33	483
1996-09-10 14:39:18	186
1996-09-07 11:02:23	44
1996-09-11 14:26:05	64
1996-09-09 11:46:36	517
1996-09-12 11:47:09	558
1996-09-13 13:46:15	349
1996-09-09 14:01:37	289
1996-09-09 14:33:43	377
1996-09-13 13:56:33	30
1996-09-09 13:26:31	517
1996-09-08 11:15:34	14
1996-09-11 12:06:56	251
1996-09-12 15:24:25	167
1996-09-08 14:12:37	431
1996-09-13 15:39:25	341
1996-09-11 12:19:02	509
1996-09-11 12:54:02	60
1996-09-10 12:23:37	573
1996-09-13 13:33:09	650
1996-09-13 12:15:13	192
1996-09-10 11:02:11	638
1996-09-16 11:16:48	529
1996-09-16 11:27:25	14
1996-09-16 11:44:26	230
1996-09-16 11:46:47	665
1996-09-16 11:47:27	162
1996-09-17 15:27:08	539
1996-09-17 15:28:57	647
1996-09-18 11:01:50	555
1996-09-18 11:36:40	14
1996-09-18 11:38:08	277
1996-09-18 13:40:36	508
1996-09-18 14:07:51	508
1996-09-18 14:08:44	95
1996-09-18 14:09:41	133
1996-09-18 14:40:01	244
1996-09-18 14:44:38	260
1996-09-18 15:04:56	364
1996-09-19 11:10:26	230
1996-09-19 12:20:23	286
1996-09-19 12:22:54	316
1996-09-19 12:32:49	560
1996-09-19 15:24:36	175
1996-09-19 15:26:09	625
1996-09-19 15:32:28	246
1996-09-19 15:37:47	647
1996-09-19 15:49:35	378
1996-09-20 12:23:58	14
1996-09-19 12:25:21	175
1996-09-19 12:25:48	298
1996-09-20 12:38:23	303
1996-09-20 12:40:38	315
1996-09-20 14:39:38	636
1996-09-20 15:51:55	127
1996-09-20 12:31:43	227
1996-09-20 12:05:44	627
1996-09-19 15:39:24	603
1996-09-20 12:32:12	219
1996-09-20 11:11:59	415
1996-09-16 11:47:18	466
1996-09-17 15:30:13	227
1996-09-18 14:13:59	559
1996-09-18 14:57:06	259
1996-09-19 15:37:49	529
1996-09-20 12:47:54	369
1996-09-16 11:50:56	17
1996-09-18 14:00:25	564
1996-09-18 14:44:52	122
1996-09-19 14:07:28	122
1996-09-19 14:29:27	457
1996-09-18 11:03:59	630
1996-09-19 15:26:06	361
1996-09-21 12:31:34	1
1996-09-22 11:24:59	459
1996-09-22 13:07:03	522
1996-09-22 13:08:36	613
1996-09-22 13:10:56	215
1996-09-22 13:46:57	123
1996-09-22 13:51:44	501
1996-09-23 11:19:00	129
1996-09-23 12:30:58	328
1996-09-23 12:32:12	507
1996-09-23 13:55:12	519
1996-09-23 14:03:43	157
1996-09-23 14:17:21	627
1996-09-23 14:18:34	627
1996-09-23 14:24:43	67
1996-09-23 14:26:22	275
1996-09-23 14:35:55	407
1996-09-23 14:22:57	122
1996-09-23 14:56:41	459
1996-09-23 15:15:43	496
1996-09-23 15:18:00	106
