date	Restaurant_ID
1996-09-07 12:17:05	110
1996-09-07 12:21:57	77
1996-09-07 12:23:36	475
1996-09-07 12:25:14	537
1996-09-07 15:18:38	476
1996-09-07 16:32:18	415
1996-09-07 17:26:27	101
1996-09-07 18:11:42	407
1996-09-07 19:06:16	119
1996-09-07 19:11:43	457
1996-09-07 19:19:17	463
1996-09-07 20:21:33	122
1996-09-07 23:22:57	122
1996-09-07 23:25:09	302
1996-09-07 23:27:20	334
1996-09-07 23:28:09	17
1996-09-07 23:46:42	491
1996-09-07 23:48:32	185
1996-09-07 23:51:16	312
1996-09-07 23:52:47	671
1996-09-07 23:54:45	496
1996-09-08 15:17:04	455
1996-09-08 15:36:43	455
1996-09-08 15:40:57	507
1996-09-08 17:48:01	106
1996-09-08 18:58:32	222
1996-09-08 21:24:55	203
1996-09-09 13:48:40	127
1996-09-09 13:59:47	289
1996-09-09 13:51:14	458
1996-09-09 14:09:21	90
1996-09-09 14:19:14	377
1996-09-09 14:20:50	418
1996-09-09 15:56:14	222
1996-09-09 15:55:13	275
1996-09-09 16:10:04	334
1996-09-09 16:17:28	246
1996-09-09 16:49:21	669
1996-09-09 19:07:45	5
1996-09-08 19:11:48	353
1996-09-08 19:44:15	159
1996-09-09 21:20:12	555
1996-09-09 21:22:05	222
1996-09-09 21:32:32	432
1996-09-10 13:58:01	580
1996-09-10 14:17:38	464
1996-09-10 16:17:23	275
1996-09-10 16:38:48	166
1996-09-10 16:38:45	77
1996-09-10 16:40:24	89
1996-09-10 17:13:38	543
1996-09-10 17:17:31	610
1996-09-10 17:26:08	316
1996-09-10 19:30:33	353
1996-09-10 23:08:59	460
1996-09-10 23:12:19	407
1996-09-10 23:18:17	549
1996-09-10 23:19:43	53
1996-09-11 14:24:23	421
1996-09-10 14:01:27	359
1996-09-11 15:15:24	646
1996-09-11 15:18:20	165
1996-09-11 15:21:01	95
1996-09-11 16:01:23	298
1996-09-11 16:14:46	166
1996-09-11 16:15:49	44
1996-09-11 16:20:43	99
1996-09-11 16:36:21	469
1996-09-11 16:59:49	397
1996-09-11 18:17:05	635
1996-09-11 18:22:02	203
1996-09-11 18:26:25	275
1996-09-11 18:29:53	671
1996-09-11 18:35:26	90
1996-09-11 18:43:51	49
1996-09-11 18:48:39	315
1996-09-07 12:27:48	500
1996-09-11 18:56:41	465
1996-09-11 18:59:08	485
1996-09-11 19:02:54	620
1996-09-11 19:05:23	348
1996-09-11 15:20:59	127
1996-09-12 14:07:01	89
1996-09-12 14:08:16	421
1996-09-12 14:09:19	299
1996-09-12 14:12:32	624
1996-09-12 14:59:12	144
1996-09-12 14:49:40	437
1996-09-12 15:17:05	437
1996-09-12 15:02:28	277
1996-09-12 15:18:33	542
1996-09-12 15:20:58	544
1996-09-12 16:43:46	192
1996-09-12 16:48:42	569
1996-09-12 16:53:14	553
1996-09-12 16:56:08	338
1996-09-12 16:59:36	262
1996-09-12 17:03:02	445
1996-09-09 21:02:29	671
1996-09-09 21:27:16	2
1996-09-12 20:02:36	402
1996-09-12 20:07:55	70
1996-09-12 22:15:48	183
1996-09-12 22:18:17	331
1996-09-12 22:20:12	220
1996-09-12 22:21:41	560
1996-09-12 23:27:52	529
1996-09-12 23:49:10	246
1996-09-13 12:06:55	131
1996-09-13 12:15:10	184
1996-09-13 12:16:07	496
1996-09-13 12:17:34	334
1996-09-13 12:20:59	391
1996-09-13 12:35:33	195
1996-09-13 12:21:28	652
1996-09-13 13:31:57	252
1996-09-13 13:52:38	599
1996-09-13 14:45:42	17
1996-09-13 16:25:06	289
1996-09-13 17:13:23	538
1996-09-13 17:15:18	59
1996-09-13 17:49:55	670
1996-09-13 19:34:44	603
1996-09-13 19:38:30	553
1996-09-12 18:00:08	57
1996-09-09 20:44:46	65
1996-09-13 19:48:55	226
1996-09-12 17:58:22	244
1996-09-13 20:54:00	595
1996-09-07 12:18:11	110
1996-09-07 22:35:29	134
1996-09-13 23:01:13	14
1996-09-12 23:34:23	496
1996-09-11 19:08:53	285
1996-09-11 17:55:33	110
1996-09-07 18:13:09	630
1996-09-10 16:43:41	202
1996-09-09 19:09:09	299
1996-09-09 15:48:33	483
1996-09-10 14:39:18	186
1996-09-13 20:04:26	99
1996-09-07 19:08:55	95
1996-09-11 14:26:05	64
1996-09-10 17:28:20	437
