date	Restaurant_ID
1996-09-08 00:08:36	537
1996-09-08 07:45:23	457
1996-09-08 07:47:15	44
1996-09-08 09:45:47	457
1996-09-10 01:00:04	202
1996-09-10 04:28:51	462
1996-09-10 04:36:20	559
1996-09-10 04:40:08	627
1996-09-10 04:41:07	242
1996-09-10 07:05:44	553
1996-09-10 07:15:32	665
1996-09-10 08:10:43	122
1996-09-10 10:56:14	428
1996-09-10 11:00:14	428
1996-09-10 11:02:01	12
1996-09-10 11:02:21	3
1996-09-10 11:02:33	134
1996-09-10 07:04:05	543
1996-09-11 01:28:17	73
1996-09-11 08:00:11	205
1996-09-11 08:24:18	14
1996-09-11 08:31:52	244
1996-09-11 08:37:22	609
1996-09-11 10:57:57	51
1996-09-12 08:47:36	478
1996-09-12 08:48:27	133
1996-09-12 08:49:20	77
1996-09-12 08:50:17	227
1996-09-13 02:20:02	466
1996-09-13 09:09:26	335
1996-09-13 10:11:37	122
1996-09-13 10:13:44	585
1996-09-13 10:15:40	330
1996-09-13 10:17:07	501
1996-09-13 10:24:47	619
1996-09-13 10:27:37	96
1996-09-13 10:25:28	250
1996-09-13 10:32:04	120
1996-09-10 07:17:00	163
1996-09-10 10:55:37	204
1996-09-13 09:11:33	226
1996-09-07 11:02:23	44
1996-09-09 11:46:36	517
1996-09-08 09:47:22	457
1996-09-12 11:47:09	558
1996-09-08 10:32:01	671
1996-09-09 10:00:54	671
1996-09-11 10:45:12	562
1996-09-08 07:50:01	36
1996-09-08 07:46:32	97
1996-09-13 10:38:15	262
1996-09-08 11:15:34	14
1996-09-12 09:18:57	107
1996-09-13 08:45:10	560
1996-09-10 01:02:18	159
1996-09-09 00:35:16	529
1996-09-13 02:22:21	463
1996-09-11 01:16:08	308
1996-09-09 02:40:27	46
1996-09-10 08:11:56	52
1996-09-10 11:02:11	638
1996-09-16 10:23:15	334
1996-09-16 10:58:42	455
1996-09-16 11:16:48	529
1996-09-16 10:35:49	546
1996-09-16 11:27:25	14
1996-09-16 11:44:26	230
1996-09-16 11:46:47	665
1996-09-16 11:47:27	162
1996-09-18 07:39:52	4
1996-09-18 09:59:53	380
1996-09-18 10:03:28	15
